id,name,surname,adress,birthDate,phoneNumber,sex
1447,Zhanna,Tkachenko,Pynyani,2011-11-21 00:00:00,380578512279,f
1448,Bohdan,Balanenko,Rivne,2012-06-27 00:00:00,380412505357,m
1449,Larysa,Yevdokymenko,Sambir,2014-05-06 00:00:00,380294553292,f
1450,Andrii,Kovalenko,Odesa,2011-10-06 00:00:00,380873810594,m
1451,Veronika,Balanenko,Rivne,2007-04-05 00:00:00,380642577875,f
1452,Ivan,Vasylchenko,Odesa,2008-04-11 00:00:00,380526310679,m
1453,Svitlana,Kovalko,Pynyani,2011-10-10 00:00:00,380261836774,f
1454,Roman,Hrytsenko,Kyiv,2015-08-21 00:00:00,380100332722,m
1455,Kateryna,Bilenko,Strii,2011-03-18 00:00:00,380533875847,f
1456,Andrii,Kovalenko,Frankivsk,2008-07-23 00:00:00,380277934277,m
1457,Halyna,Kovalenko,Strii,2012-03-23 00:00:00,380282943162,f
1458,Roman,Melko,Pynyani,2007-12-23 00:00:00,380110057358,m
1459,Mariia,Pavlenko,Strii,2015-09-22 00:00:00,380086345726,f
1460,Pavlo,Antonenko,Lviv,2016-05-04 00:00:00,380832198625,m
1461,Veronika,Nesterenko,Lviv,2016-10-18 00:00:00,380803329066,f
1462,Ivan,Yevdokymenko,Lviv,2012-11-21 00:00:00,380549008895,m
1463,Svitlana,Romanchuko,Strii,2013-01-30 00:00:00,380900321283,f
1464,Oleh,Usenko,Lviv,2013-08-07 00:00:00,380057050610,m
1465,Nataliia,Lysenko,Sambir,2009-09-10 00:00:00,380078279629,f
1466,Vitalii,Pavlenko,Rivne,2008-05-25 00:00:00,380226910520,m
1467,Mariia,Tkachenko,Rivne,2008-08-31 00:00:00,380040457907,f
1468,Roman,Pavlenko,Sambir,2007-09-14 00:00:00,380793953874,m
1469,Zhanna,Ivanchenko,Frankivsk,2012-06-24 00:00:00,380578795618,f
1470,Fedir,Balanenko,Strii,2010-08-25 00:00:00,380875890311,m
1471,Larysa,Kovalenko,Strii,2016-08-27 00:00:00,380611906390,f
1472,Ivan,Ivanchenko,Pynyani,2016-12-13 00:00:00,380568605794,m
1473,Larysa,Romanchuko,Sambir,2012-01-14 00:00:00,380967483555,f
1474,Yevhen,Sydorenko,Pynyani,2008-10-21 00:00:00,380211316848,m
1475,Kateryna,Sydorenko,Frankivsk,2008-03-30 00:00:00,380777935118,f
1476,Ivan,Sydorenko,Lviv,2009-05-11 00:00:00,380934069588,m
1477,Svitlana,Vasylchenko,Lviv,2011-02-25 00:00:00,380333675038,f
1478,Andrii,Vasylchenko,Pynyani,2008-06-18 00:00:00,380149340699,m
1479,Svitlana,Sydorenko,Kyiv,2008-07-20 00:00:00,380614282950,f
1480,Vitalii,Fedorenko,Sambir,2007-01-15 00:00:00,380908328270,m
1481,Larysa,Kovalko,Odesa,2014-06-06 00:00:00,380535901673,f
1482,Pavlo,Yevdokymenko,Frankivsk,2014-12-25 00:00:00,380338518491,m
1483,Svitlana,Usenko,Pynyani,2013-02-12 00:00:00,380910437475,f
1484,Vitalii,Yevdokymenko,Strii,2012-07-28 00:00:00,380208832017,m
1485,Kateryna,Usenko,Kyiv,2015-04-08 00:00:00,380050928964,f
1486,Bohdan,Antonenko,Lviv,2008-09-23 00:00:00,380238416639,m
1487,Mariia,Kovalenko,Odesa,2016-07-20 00:00:00,380497029645,f
1488,Roman,Bilenko,Sambir,2007-12-25 00:00:00,380229974674,m
1489,Zhanna,Tkachenko,Pynyani,2010-08-07 00:00:00,380398426528,f
1490,Oleh,Nesterenko,Kyiv,2016-11-13 00:00:00,380862378583,m
1491,Nataliia,Sydorenko,Pynyani,2012-05-28 00:00:00,380607310393,f
1492,Yevhen,Antonenko,Pynyani,2011-06-17 00:00:00,380950326981,m
1493,Larysa,Nesterenko,Rivne,2013-01-28 00:00:00,380697104702,f
1494,Yevhen,Melko,Lviv,2015-10-04 00:00:00,380137621314,m
1495,Larysa,Antonenko,Kyiv,2013-08-29 00:00:00,380197635008,f
1496,Bohdan,Antonenko,Frankivsk,2015-11-16 00:00:00,380712781323,m
1497,Veronika,Hrytsenko,Kyiv,2016-02-06 00:00:00,380241101286,f
1498,Fedir,Lysenko,Kyiv,2007-02-27 00:00:00,380044864231,m
1499,Daryna,Melko,Kyiv,2011-05-01 00:00:00,380582781264,f
1500,Pavlo,Vasylchenko,Frankivsk,2014-04-12 00:00:00,380706584263,m
1501,Svitlana,Vasylchenko,Frankivsk,2012-04-15 00:00:00,380222719245,f
1502,Vitalii,Antonenko,Odesa,2008-12-18 00:00:00,380335640364,m
1503,Veronika,Tkachenko,Pynyani,2007-10-09 00:00:00,380865225460,f
1504,Oleh,Sydorenko,Rivne,2007-07-15 00:00:00,380204921154,m
1505,Zhanna,Bilenko,Lviv,2007-11-12 00:00:00,380076048604,f
1506,Fedir,Usenko,Lviv,2016-04-28 00:00:00,380423259451,m
1507,Zhanna,Tkachenko,Frankivsk,2013-08-03 00:00:00,380105147882,f
1508,Yevhen,Vasylchenko,Lviv,2016-08-30 00:00:00,380374787355,m
1509,Nataliia,Bilenko,Sambir,2012-11-05 00:00:00,380027491972,f
1510,Vitalii,Pavlenko,Rivne,2013-05-02 00:00:00,380551630256,m
1511,Larysa,Vasylchenko,Lviv,2014-04-29 00:00:00,380796272275,f
1512,Andrii,Vasylchenko,Kyiv,2011-06-21 00:00:00,380771669499,m
1513,Veronika,Kovalenko,Odesa,2010-01-18 00:00:00,380247926222,f
1514,Vitalii,Usenko,Pynyani,2007-10-23 00:00:00,380855628353,m
1515,Larysa,Oleksiyenko,Strii,2007-05-01 00:00:00,380535909950,f
1516,Ivan,Kovalenko,Rivne,2008-08-13 00:00:00,380532846820,m
1517,Svitlana,Kovalenko,Pynyani,2009-01-19 00:00:00,380642339839,f
1518,Roman,Melko,Lviv,2007-06-21 00:00:00,380117827756,m
1519,Zhanna,Oleksiyenko,Odesa,2015-10-22 00:00:00,380426193627,f
1520,Andrii,Danylenko,Lviv,2014-11-22 00:00:00,380425371343,m
1521,Mariia,Oleksiyenko,Frankivsk,2016-11-06 00:00:00,380823204352,f
1522,Ivan,Sydorenko,Strii,2014-04-17 00:00:00,380022887694,m
1523,Svitlana,Pavlenko,Lviv,2016-01-18 00:00:00,380562773993,f
1524,Oleh,Nesterenko,Rivne,2012-01-17 00:00:00,380756873524,m
1525,Daryna,Nesterenko,Odesa,2016-09-10 00:00:00,380592094023,f
1526,Oleh,Oleksiyenko,Rivne,2012-02-14 00:00:00,380914977228,m
1527,Larysa,Bilenko,Frankivsk,2011-12-14 00:00:00,380795821591,f
1528,Fedir,Oleksiyenko,Strii,2011-01-25 00:00:00,380088399961,m
1529,Veronika,Romanchuko,Kyiv,2010-03-23 00:00:00,380630140122,f
1530,Bohdan,Lysenko,Kyiv,2011-01-07 00:00:00,380175320644,m
1531,Daryna,Yevdokymenko,Pynyani,2010-03-24 00:00:00,380916637604,f
1532,Oleh,Usenko,Pynyani,2015-09-25 00:00:00,380473010783,m
1533,Svitlana,Usenko,Kyiv,2016-02-14 00:00:00,380234802194,f
1534,Roman,Romanchuko,Odesa,2012-12-08 00:00:00,380297243663,m
1535,Veronika,Hrytsenko,Sambir,2016-12-07 00:00:00,380454152313,f
1536,Ivan,Fedorenko,Lviv,2007-03-14 00:00:00,380382260450,m
1537,Larysa,Melko,Pynyani,2014-11-22 00:00:00,380646727509,f
1538,Vitalii,Yevdokymenko,Kyiv,2013-07-20 00:00:00,380897338599,m
1539,Larysa,Yevdokymenko,Strii,2008-11-17 00:00:00,380654890542,f
1540,Fedir,Vasylchenko,Odesa,2013-12-10 00:00:00,380297390893,m
1541,Svitlana,Ivanchenko,Frankivsk,2009-12-23 00:00:00,380239752045,f
1542,Fedir,Romanchuko,Kyiv,2013-09-25 00:00:00,380747423063,m
1543,Halyna,Balanenko,Pynyani,2009-12-07 00:00:00,380705122447,f
1544,Yevhen,Melko,Rivne,2015-01-12 00:00:00,380670408513,m
1545,Mariia,Antonenko,Strii,2009-03-04 00:00:00,380183297295,f
1546,Vitalii,Ivanchenko,Kyiv,2010-05-29 00:00:00,380536460846,m
1547,Svitlana,Usenko,Sambir,2008-09-11 00:00:00,380090944219,f
1548,Ivan,Sydorenko,Strii,2009-06-27 00:00:00,380013211152,m
1549,Daryna,Antonenko,Kyiv,2016-06-12 00:00:00,380148047043,f
1550,Roman,Sydorenko,Sambir,2008-09-29 00:00:00,380720053039,m
1551,Zhanna,Bilenko,Rivne,2011-08-01 00:00:00,380288580217,f
1552,Ivan,Kovalenko,Odesa,2011-10-03 00:00:00,380595104484,m
1553,Nataliia,Oleksiyenko,Odesa,2013-12-06 00:00:00,380541156775,f
1554,Ivan,Danylenko,Odesa,2016-08-01 00:00:00,380672698744,m
1555,Halyna,Nesterenko,Odesa,2011-06-12 00:00:00,380815776647,f
1556,Vitalii,Nesterenko,Frankivsk,2012-03-13 00:00:00,380482852204,m
1557,Svitlana,Oleksiyenko,Rivne,2013-02-22 00:00:00,380522438850,f
1558,Ivan,Fedorenko,Strii,2011-10-14 00:00:00,380744320004,m
1559,Zhanna,Vasylchenko,Odesa,2009-04-20 00:00:00,380004265388,f
1560,Roman,Fedorenko,Frankivsk,2009-06-16 00:00:00,380851271305,m
1561,Kateryna,Antonenko,Strii,2013-01-15 00:00:00,380318309208,f
1562,Bohdan,Antonenko,Pynyani,2014-11-01 00:00:00,380231333280,m
1563,Halyna,Yevdokymenko,Rivne,2008-07-10 00:00:00,380188911121,f
1564,Bohdan,Vasylchenko,Pynyani,2010-09-18 00:00:00,380751503781,m
1565,Mariia,Tkachenko,Lviv,2008-02-20 00:00:00,380244964867,f
1566,Ivan,Fedorenko,Pynyani,2009-07-09 00:00:00,380474477688,m
1567,Nataliia,Fedorenko,Pynyani,2015-09-22 00:00:00,380373809733,f
1568,Oleh,Nesterenko,Frankivsk,2008-04-15 00:00:00,380217259763,m
1569,Halyna,Pavlenko,Pynyani,2009-09-07 00:00:00,380282049498,f
1570,Bohdan,Lysenko,Lviv,2010-02-26 00:00:00,380739315045,m
1571,Zhanna,Bilenko,Pynyani,2009-07-31 00:00:00,380249809405,f
1572,Roman,Antonenko,Sambir,2016-03-11 00:00:00,380970832746,m
1573,Veronika,Oleksiyenko,Rivne,2011-09-17 00:00:00,380766239207,f
1574,Yevhen,Danylenko,Lviv,2012-09-30 00:00:00,380093381352,m
1575,Nataliia,Ivanchenko,Odesa,2014-10-07 00:00:00,380932402535,f
1576,Vitalii,Balanenko,Kyiv,2012-04-22 00:00:00,380445250690,m
1577,Veronika,Balanenko,Kyiv,2013-04-03 00:00:00,380780642420,f
1578,Fedir,Tkachenko,Sambir,2011-08-06 00:00:00,380748879544,m
1579,Nataliia,Lysenko,Rivne,2015-08-11 00:00:00,380052390889,f
1580,Ivan,Balanenko,Frankivsk,2009-05-11 00:00:00,380963556687,m
1581,Zhanna,Tkachenko,Sambir,2013-07-30 00:00:00,380300465908,f
1582,Ivan,Kovalko,Pynyani,2010-12-01 00:00:00,380521479067,m
1583,Mariia,Hrytsenko,Lviv,2014-01-31 00:00:00,380346332202,f
1584,Yevhen,Danylenko,Kyiv,2012-06-05 00:00:00,380291045306,m
1585,Veronika,Sydorenko,Frankivsk,2011-04-13 00:00:00,380478105144,f
1586,Andrii,Balanenko,Frankivsk,2009-10-07 00:00:00,380206286973,m
1587,Halyna,Lysenko,Pynyani,2013-06-06 00:00:00,380924668702,f
1588,Pavlo,Kovalko,Odesa,2015-07-16 00:00:00,380579358808,m
1589,Mariia,Lysenko,Odesa,2012-01-07 00:00:00,380431454301,f
1590,Roman,Bilenko,Odesa,2008-03-18 00:00:00,380751097143,m
1591,Svitlana,Romanchuko,Odesa,2013-02-15 00:00:00,380971781248,f
1592,Vitalii,Ivanchenko,Rivne,2010-07-22 00:00:00,380876604988,m
1593,Veronika,Romanchuko,Odesa,2008-05-08 00:00:00,380431866744,f
1594,Fedir,Kovalko,Pynyani,2009-03-09 00:00:00,380910851106,m
1595,Larysa,Ivanchenko,Pynyani,2016-01-23 00:00:00,380731370203,f
1596,Pavlo,Sydorenko,Sambir,2013-11-09 00:00:00,380466116505,m
1597,Daryna,Sydorenko,Kyiv,2014-02-26 00:00:00,380497410390,f
1598,Roman,Nesterenko,Lviv,2008-11-13 00:00:00,380424291005,m
1599,Veronika,Kovalenko,Rivne,2008-10-03 00:00:00,380859081149,f
1600,Andrii,Danylenko,Frankivsk,2013-05-09 00:00:00,380192314879,m
1601,Veronika,Ivanchenko,Lviv,2008-08-01 00:00:00,380111048039,f
1602,Andrii,Kovalenko,Lviv,2009-03-08 00:00:00,380091010495,m
1603,Halyna,Balanenko,Rivne,2007-07-08 00:00:00,380593212014,f
1604,Roman,Kovalenko,Rivne,2010-04-24 00:00:00,380483562150,m
1605,Zhanna,Fedorenko,Frankivsk,2009-08-08 00:00:00,380128892993,f
1606,Oleh,Lysenko,Pynyani,2008-08-06 00:00:00,380413641338,m
1607,Mariia,Romanchuko,Rivne,2007-02-12 00:00:00,380569572055,f
1608,Bohdan,Kovalko,Sambir,2012-09-12 00:00:00,380069691325,m
1609,Halyna,Kovalenko,Lviv,2007-05-05 00:00:00,380130864462,f
1610,Yevhen,Tkachenko,Sambir,2014-09-16 00:00:00,380046577664,m
1611,Kateryna,Kovalenko,Strii,2011-08-12 00:00:00,380397883988,f
1612,Roman,Hrytsenko,Odesa,2016-03-21 00:00:00,380682037039,m
1613,Halyna,Pavlenko,Odesa,2010-04-02 00:00:00,380728480797,f
1614,Roman,Yevdokymenko,Strii,2015-11-08 00:00:00,380650317871,m
1615,Mariia,Antonenko,Kyiv,2015-07-07 00:00:00,380201968379,f
1616,Fedir,Hrytsenko,Strii,2016-12-17 00:00:00,380965329535,m
1617,Zhanna,Fedorenko,Pynyani,2014-12-12 00:00:00,380618275414,f
1618,Pavlo,Fedorenko,Strii,2015-01-02 00:00:00,380350678002,m
1619,Kateryna,Bilenko,Rivne,2013-04-23 00:00:00,380043471062,f
1620,Ivan,Fedorenko,Kyiv,2010-05-27 00:00:00,380023500585,m
1621,Larysa,Sydorenko,Lviv,2016-03-13 00:00:00,380209365596,f
1622,Yevhen,Hrytsenko,Sambir,2013-09-21 00:00:00,380370117947,m
1623,Svitlana,Tkachenko,Kyiv,2012-07-27 00:00:00,380645442983,f
1624,Oleh,Bilenko,Lviv,2010-11-29 00:00:00,380380781249,m
1625,Mariia,Antonenko,Lviv,2014-11-02 00:00:00,380152153186,f
1626,Pavlo,Nesterenko,Odesa,2011-08-28 00:00:00,380941898291,m
1627,Nataliia,Balanenko,Kyiv,2009-05-19 00:00:00,380788761629,f
1628,Vitalii,Kovalenko,Frankivsk,2008-08-07 00:00:00,380884925836,m
1629,Zhanna,Nesterenko,Pynyani,2012-11-18 00:00:00,380647355911,f
1630,Fedir,Romanchuko,Sambir,2014-03-22 00:00:00,380275078041,m
1631,Mariia,Kovalko,Lviv,2011-12-02 00:00:00,380490373301,f
1632,Pavlo,Antonenko,Lviv,2016-01-10 00:00:00,380616721316,m
1633,Kateryna,Lysenko,Lviv,2016-09-18 00:00:00,380867917494,f
1634,Ivan,Tkachenko,Rivne,2013-08-30 00:00:00,380260249504,m
1635,Mariia,Yevdokymenko,Lviv,2015-09-30 00:00:00,380752156536,f
1636,Ivan,Kovalko,Frankivsk,2013-06-14 00:00:00,380392553468,m
1637,Nataliia,Danylenko,Odesa,2010-06-26 00:00:00,380317684483,f
1638,Yevhen,Melko,Odesa,2015-06-02 00:00:00,380620490808,m
1639,Nataliia,Balanenko,Odesa,2013-03-04 00:00:00,380601944218,f
1640,Roman,Melko,Strii,2016-07-28 00:00:00,380253285015,m
1641,Larysa,Melko,Lviv,2015-09-22 00:00:00,380396748836,f
1642,Andrii,Lysenko,Sambir,2014-03-10 00:00:00,380981096268,m
1643,Halyna,Lysenko,Odesa,2007-01-11 00:00:00,380739215817,f
1644,Vitalii,Tkachenko,Rivne,2013-09-30 00:00:00,380876643519,m
1645,Daryna,Oleksiyenko,Pynyani,2010-05-27 00:00:00,380674121133,f
1646,Roman,Hrytsenko,Sambir,2011-02-05 00:00:00,380851087031,m
1647,Svitlana,Tkachenko,Frankivsk,2011-09-28 00:00:00,380498882315,f
1648,Pavlo,Hrytsenko,Pynyani,2013-10-24 00:00:00,380569395014,m
1649,Halyna,Oleksiyenko,Lviv,2014-11-04 00:00:00,380139740244,f
1650,Oleh,Fedorenko,Strii,2011-03-20 00:00:00,380990900619,m
1651,Mariia,Hrytsenko,Lviv,2008-01-11 00:00:00,380415840174,f
1652,Yevhen,Ivanchenko,Pynyani,2013-12-14 00:00:00,380718109354,m
1653,Zhanna,Antonenko,Kyiv,2014-03-11 00:00:00,380250797698,f
1654,Fedir,Balanenko,Rivne,2010-02-23 00:00:00,380694073426,m
1655,Mariia,Balanenko,Kyiv,2008-07-11 00:00:00,380396684871,f
1656,Andrii,Balanenko,Odesa,2012-01-15 00:00:00,380108844253,m
1657,Mariia,Danylenko,Odesa,2013-05-29 00:00:00,380568920124,f
1658,Andrii,Nesterenko,Pynyani,2009-10-11 00:00:00,380122645066,m
1659,Daryna,Bilenko,Kyiv,2007-10-16 00:00:00,380107755035,f
1660,Vitalii,Yevdokymenko,Odesa,2011-07-26 00:00:00,380642617272,m
1661,Veronika,Vasylchenko,Strii,2015-07-30 00:00:00,380915754802,f
1662,Yevhen,Danylenko,Frankivsk,2014-07-28 00:00:00,380327439519,m
1663,Svitlana,Sydorenko,Pynyani,2016-02-21 00:00:00,380193955009,f
1664,Vitalii,Yevdokymenko,Rivne,2013-10-25 00:00:00,380606601117,m
1665,Veronika,Oleksiyenko,Rivne,2013-08-22 00:00:00,380719883188,f
1666,Yevhen,Usenko,Frankivsk,2013-10-16 00:00:00,380618011271,m
1667,Svitlana,Tkachenko,Sambir,2014-09-25 00:00:00,380416981179,f
1668,Pavlo,Pavlenko,Frankivsk,2014-09-14 00:00:00,380164040496,m
1669,Svitlana,Yevdokymenko,Frankivsk,2011-02-13 00:00:00,380385249671,f
1670,Roman,Sydorenko,Pynyani,2012-10-29 00:00:00,380778387368,m
1671,Svitlana,Romanchuko,Kyiv,2014-07-30 00:00:00,380165350474,f
1672,Yevhen,Sydorenko,Lviv,2016-08-05 00:00:00,380014103907,m
1673,Larysa,Danylenko,Pynyani,2015-11-14 00:00:00,380405226494,f
1674,Bohdan,Pavlenko,Rivne,2010-04-11 00:00:00,380658419431,m
1675,Nataliia,Vasylchenko,Lviv,2007-11-03 00:00:00,380292161618,f
1676,Bohdan,Ivanchenko,Strii,2015-02-04 00:00:00,380437188342,m
1677,Veronika,Fedorenko,Strii,2013-01-23 00:00:00,380993745604,f
1678,Roman,Ivanchenko,Frankivsk,2013-05-25 00:00:00,380376085217,m
1679,Zhanna,Usenko,Odesa,2015-12-24 00:00:00,380197199162,f
1680,Roman,Vasylchenko,Kyiv,2010-10-27 00:00:00,380047748497,m
1681,Zhanna,Yevdokymenko,Rivne,2015-11-01 00:00:00,380142116827,f
1682,Bohdan,Usenko,Strii,2010-11-14 00:00:00,380512863798,m
1683,Daryna,Oleksiyenko,Lviv,2008-03-13 00:00:00,380792611586,f
1684,Roman,Antonenko,Strii,2007-10-20 00:00:00,380664781760,m
1685,Halyna,Lysenko,Kyiv,2009-11-05 00:00:00,380929118165,f
1686,Fedir,Hrytsenko,Frankivsk,2010-12-11 00:00:00,380650132205,m
1687,Halyna,Hrytsenko,Odesa,2016-10-25 00:00:00,380354582611,f
1688,Ivan,Romanchuko,Lviv,2015-04-08 00:00:00,380806955685,m
1689,Svitlana,Tkachenko,Rivne,2013-06-02 00:00:00,380258717283,f
1690,Andrii,Fedorenko,Odesa,2010-04-22 00:00:00,380820142339,m
1691,Mariia,Hrytsenko,Strii,2015-06-30 00:00:00,380448645963,f
1692,Oleh,Vasylchenko,Odesa,2012-10-11 00:00:00,380403964824,m
1693,Svitlana,Tkachenko,Strii,2010-06-27 00:00:00,380108156053,f
1694,Andrii,Vasylchenko,Kyiv,2008-06-28 00:00:00,380919315351,m
1695,Veronika,Kovalko,Lviv,2010-12-22 00:00:00,380310794102,f
1696,Andrii,Usenko,Sambir,2009-01-20 00:00:00,380157781905,m
1697,Svitlana,Sydorenko,Pynyani,2008-04-13 00:00:00,380345446112,f
1698,Oleh,Kovalko,Sambir,2011-09-05 00:00:00,380065497216,m
1699,Halyna,Nesterenko,Sambir,2009-11-05 00:00:00,380280522973,f
1700,Bohdan,Usenko,Pynyani,2012-02-08 00:00:00,380172149858,m
1701,Halyna,Usenko,Odesa,2012-08-15 00:00:00,380245825160,f
1702,Andrii,Hrytsenko,Sambir,2012-02-12 00:00:00,380642790309,m
1703,Larysa,Sydorenko,Odesa,2010-04-18 00:00:00,380816938788,f
1704,Bohdan,Melko,Pynyani,2012-04-18 00:00:00,380853195720,m
1705,Daryna,Usenko,Kyiv,2013-03-04 00:00:00,380640661969,f
1706,Ivan,Bilenko,Rivne,2014-01-23 00:00:00,380103203213,m
1707,Zhanna,Tkachenko,Pynyani,2015-08-30 00:00:00,380534118431,f
1708,Ivan,Fedorenko,Frankivsk,2009-03-05 00:00:00,380855583380,m
1709,Mariia,Hrytsenko,Sambir,2013-07-02 00:00:00,380297362935,f
1710,Andrii,Yevdokymenko,Sambir,2014-06-21 00:00:00,380500520262,m
1711,Nataliia,Romanchuko,Rivne,2009-09-23 00:00:00,380822328366,f
1712,Ivan,Ivanchenko,Frankivsk,2007-04-12 00:00:00,380742238245,m
1713,Zhanna,Usenko,Pynyani,2014-04-14 00:00:00,380220458510,f
1714,Oleh,Lysenko,Frankivsk,2010-11-21 00:00:00,380613509512,m
1715,Kateryna,Usenko,Lviv,2008-01-12 00:00:00,380559383171,f
1716,Bohdan,Ivanchenko,Rivne,2012-09-20 00:00:00,380939933775,m
1717,Mariia,Danylenko,Lviv,2009-07-15 00:00:00,380809738896,f
1718,Bohdan,Lysenko,Odesa,2015-01-19 00:00:00,380957692747,m
1719,Veronika,Hrytsenko,Odesa,2011-11-23 00:00:00,380801253530,f
1720,Pavlo,Romanchuko,Rivne,2014-02-02 00:00:00,380865151302,m
1721,Zhanna,Fedorenko,Strii,2015-09-11 00:00:00,380088801435,f
1722,Pavlo,Romanchuko,Sambir,2009-03-12 00:00:00,380338104742,m
1723,Mariia,Romanchuko,Lviv,2011-05-13 00:00:00,380934042910,f
1724,Fedir,Hrytsenko,Kyiv,2014-04-01 00:00:00,380914457158,m
1725,Kateryna,Bilenko,Sambir,2007-12-15 00:00:00,380855612124,f
1726,Pavlo,Kovalko,Frankivsk,2013-10-29 00:00:00,380871444617,m
1727,Nataliia,Vasylchenko,Kyiv,2009-08-19 00:00:00,380186025704,f
1728,Bohdan,Sydorenko,Kyiv,2016-08-23 00:00:00,380383765383,m
1729,Larysa,Lysenko,Frankivsk,2016-10-19 00:00:00,380581638253,f
1730,Pavlo,Danylenko,Lviv,2014-04-07 00:00:00,380581819611,m
1731,Larysa,Vasylchenko,Odesa,2008-06-27 00:00:00,380817427132,f
1732,Fedir,Danylenko,Pynyani,2014-02-15 00:00:00,380754893693,m
1733,Zhanna,Ivanchenko,Strii,2015-03-29 00:00:00,380155262765,f
1734,Roman,Ivanchenko,Kyiv,2012-07-25 00:00:00,380649156792,m
1735,Kateryna,Usenko,Lviv,2011-12-22 00:00:00,380076764371,f
1736,Pavlo,Oleksiyenko,Lviv,2013-08-03 00:00:00,380349452940,m
1737,Mariia,Bilenko,Lviv,2014-07-24 00:00:00,380198817472,f
1738,Roman,Tkachenko,Rivne,2010-06-13 00:00:00,380486263702,m
1739,Kateryna,Hrytsenko,Frankivsk,2015-12-04 00:00:00,380087039146,f
1740,Bohdan,Bilenko,Strii,2012-04-22 00:00:00,380891673716,m
1741,Larysa,Kovalko,Pynyani,2014-12-15 00:00:00,380661247327,f
1742,Yevhen,Pavlenko,Pynyani,2012-08-27 00:00:00,380215942000,m
1743,Halyna,Romanchuko,Pynyani,2015-10-02 00:00:00,380156957981,f
1744,Andrii,Vasylchenko,Pynyani,2012-07-08 00:00:00,380258648458,m
1745,Nataliia,Bilenko,Sambir,2010-10-23 00:00:00,380928020216,f
1746,Ivan,Kovalko,Pynyani,2016-06-07 00:00:00,380566843633,m
1747,Larysa,Lysenko,Lviv,2010-02-20 00:00:00,380570151947,f
1748,Oleh,Fedorenko,Pynyani,2007-11-30 00:00:00,380754556604,m
1749,Svitlana,Hrytsenko,Kyiv,2015-02-26 00:00:00,380096247484,f
1750,Yevhen,Bilenko,Pynyani,2014-03-28 00:00:00,380218574678,m
1751,Daryna,Fedorenko,Odesa,2010-03-13 00:00:00,380647019764,f
1752,Fedir,Nesterenko,Strii,2014-09-25 00:00:00,380830529814,m
1753,Zhanna,Kovalko,Pynyani,2010-01-07 00:00:00,380334705879,f
1754,Roman,Kovalenko,Frankivsk,2009-03-16 00:00:00,380427504572,m
1755,Zhanna,Melko,Strii,2007-04-30 00:00:00,380998297215,f
1756,Pavlo,Lysenko,Kyiv,2008-10-18 00:00:00,380208857617,m
1757,Kateryna,Hrytsenko,Pynyani,2013-03-14 00:00:00,380259662929,f
1758,Oleh,Usenko,Frankivsk,2011-08-11 00:00:00,380739512721,m
1759,Zhanna,Antonenko,Strii,2012-01-07 00:00:00,380544684457,f
1760,Pavlo,Lysenko,Frankivsk,2007-10-31 00:00:00,380836929870,m
1761,Svitlana,Sydorenko,Sambir,2015-01-24 00:00:00,380126324486,f
1762,Andrii,Pavlenko,Rivne,2015-03-27 00:00:00,380667543844,m
1763,Veronika,Kovalko,Kyiv,2016-07-08 00:00:00,380696133183,f
1764,Ivan,Pavlenko,Lviv,2014-04-06 00:00:00,380755148502,m
1765,Daryna,Hrytsenko,Lviv,2016-06-04 00:00:00,380322475864,f
1766,Roman,Sydorenko,Odesa,2010-04-09 00:00:00,380852255080,m
1767,Veronika,Tkachenko,Strii,2009-12-08 00:00:00,380614191599,f
1768,Ivan,Tkachenko,Odesa,2015-10-24 00:00:00,380500813860,m
1769,Kateryna,Vasylchenko,Pynyani,2009-11-06 00:00:00,380498207620,f
1770,Ivan,Balanenko,Rivne,2011-11-15 00:00:00,380618413346,m
1771,Halyna,Usenko,Lviv,2015-10-02 00:00:00,380310009312,f
1772,Yevhen,Kovalko,Pynyani,2015-09-02 00:00:00,380313355833,m
1773,Zhanna,Kovalenko,Strii,2014-04-23 00:00:00,380566119879,f
1774,Oleh,Danylenko,Rivne,2016-10-18 00:00:00,380501101786,m
1775,Halyna,Pavlenko,Kyiv,2014-04-01 00:00:00,380223857974,f
1776,Ivan,Tkachenko,Odesa,2014-03-25 00:00:00,380593358039,m
1777,Kateryna,Bilenko,Pynyani,2011-10-15 00:00:00,380468123559,f
1778,Yevhen,Kovalenko,Rivne,2015-05-16 00:00:00,380137335694,m
1779,Nataliia,Fedorenko,Rivne,2008-09-04 00:00:00,380086016387,f
1780,Yevhen,Yevdokymenko,Lviv,2012-10-14 00:00:00,380477492474,m
1781,Daryna,Lysenko,Frankivsk,2012-03-19 00:00:00,380342115598,f
1782,Vitalii,Tkachenko,Kyiv,2007-05-24 00:00:00,380837355393,m
1783,Halyna,Fedorenko,Odesa,2010-10-23 00:00:00,380421676875,f
1784,Yevhen,Tkachenko,Odesa,2013-06-02 00:00:00,380837957662,m
1785,Larysa,Hrytsenko,Sambir,2012-10-15 00:00:00,380265922067,f
1786,Roman,Oleksiyenko,Odesa,2010-05-08 00:00:00,380219141103,m
1787,Nataliia,Oleksiyenko,Pynyani,2012-10-16 00:00:00,380342279185,f
1788,Andrii,Lysenko,Frankivsk,2013-08-26 00:00:00,380545206868,m
1789,Zhanna,Oleksiyenko,Sambir,2007-09-01 00:00:00,380752134232,f
1790,Andrii,Oleksiyenko,Sambir,2012-07-04 00:00:00,380756242357,m
